learner_id,intervention_id,intervention_number,timestamp,intervention_type,completed,mastery_before,mastery_after,improvement,retained_mastery,retention_rate,retention_success,data_source
learner_0005,intervention_0005_02,2,2026-01-05T09:00:00,targeted_practice,True,0.5633,0.6165,0.0532,0.609,0.859,True,[SANDBOX DATA]
learner_0005,intervention_0005_03,3,2026-01-11T09:00:00,targeted_practice,True,0.6165,0.6837,0.0673,0.674,0.8557,True,[SANDBOX DATA]
learner_0005,intervention_0005_04,4,2026-01-15T09:00:00,worked_example,True,0.6837,0.7243,0.0405,0.7167,0.8136,True,[SANDBOX DATA]
learner_0005,intervention_0005_05,5,2026-01-20T09:00:00,video_lesson,True,0.7243,0.7466,0.0223,0.7408,0.7402,True,[SANDBOX DATA]
learner_0006,intervention_0006_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.1405,0.2314,0.0909,0.2135,0.8036,True,[SANDBOX DATA]
learner_0006,intervention_0006_02,2,2026-01-03T09:00:00,targeted_practice,False,0.2314,0.254,0.0226,0.2414,0.4427,False,[SANDBOX DATA]
learner_0006,intervention_0006_03,3,2026-01-09T09:00:00,video_lesson,True,0.254,0.3263,0.0723,0.3049,0.7043,True,[SANDBOX DATA]
learner_0006,intervention_0006_04,4,2026-01-11T09:00:00,peer_discussion,True,0.3263,0.3968,0.0705,0.3842,0.8217,True,[SANDBOX DATA]
learner_0007,intervention_0007_01,1,2026-01-01T09:00:00,worked_example,True,0.3441,0.4513,0.1072,0.435,0.8485,True,[SANDBOX DATA]
learner_0007,intervention_0007_02,2,2026-01-07T09:00:00,targeted_practice,True,0.4513,0.5278,0.0766,0.5084,0.7459,True,[SANDBOX DATA]
learner_0007,intervention_0007_03,3,2026-01-14T09:00:00,worked_example,True,0.5278,0.6023,0.0745,0.5876,0.8022,True,[SANDBOX DATA]
learner_0008,intervention_0008_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.1565,0.2752,0.1187,0.2445,0.7408,True,[SANDBOX DATA]
learner_0008,intervention_0008_02,2,2026-01-06T09:00:00,worked_example,True,0.2752,0.3602,0.085,0.3421,0.7868,True,[SANDBOX DATA]
learner_0008,intervention_0008_03,3,2026-01-13T09:00:00,worked_example,True,0.3602,0.4689,0.1087,0.4507,0.8326,True,[SANDBOX DATA]
learner_0009,intervention_0009_01,1,2026-01-01T09:00:00,targeted_practice,True,0.2856,0.4403,0.1547,0.4141,0.8304,True,[SANDBOX DATA]
learner_0009,intervention_0009_02,2,2026-01-04T09:00:00,targeted_practice,False,0.4403,0.4403,0.0,0.4403,0.5342,False,[SANDBOX DATA]
learner_0009,intervention_0009_03,3,2026-01-06T09:00:00,worked_example,True,0.4403,0.5058,0.0655,0.4984,0.8871,True,[SANDBOX DATA]
learner_0009,intervention_0009_04,4,2026-01-13T09:00:00,video_lesson,False,0.5058,0.5216,0.0158,0.5158,0.6312,False,[SANDBOX DATA]
learner_0010,intervention_0010_01,1,2026-01-01T09:00:00,video_lesson,False,0.3575,0.37,0.0126,0.368,0.8395,True,[SANDBOX DATA]
learner_0010,intervention_0010_02,2,2026-01-08T09:00:00,adaptive_quiz,False,0.37,0.3843,0.0143,0.3816,0.8067,True,[SANDBOX DATA]
learner_0010,intervention_0010_03,3,2026-01-10T09:00:00,peer_discussion,True,0.3843,0.4595,0.0752,0.4486,0.8543,True,[SANDBOX DATA]
learner_0010,intervention_0010_04,4,2026-01-16T09:00:00,peer_discussion,True,0.4595,0.5003,0.0408,0.4885,0.7105,True,[SANDBOX DATA]
learner_0010,intervention_0010_05,5,2026-01-18T09:00:00,targeted_practice,True,0.5003,0.5774,0.0771,0.5612,0.7893,True,[SANDBOX DATA]
learner_0011,intervention_0011_01,1,2026-01-01T09:00:00,worked_example,True,0.1582,0.2722,0.114,0.2548,0.847,True,[SANDBOX DATA]
learner_0011,intervention_0011_02,2,2026-01-04T09:00:00,video_lesson,True,0.2722,0.3626,0.0904,0.3315,0.656,False,[SANDBOX DATA]
learner_0011,intervention_0011_03,3,2026-01-07T09:00:00,worked_example,True,0.3626,0.4301,0.0675,0.4132,0.7497,True,[SANDBOX DATA]
learner_0011,intervention_0011_04,4,2026-01-14T09:00:00,adaptive_quiz,True,0.4301,0.4845,0.0544,0.4749,0.8225,True,[SANDBOX DATA]
learner_0012,intervention_0012_01,1,2026-01-01T09:00:00,targeted_practice,True,0.5471,0.6389,0.0919,0.6212,0.8076,True,[SANDBOX DATA]
learner_0012,intervention_0012_02,2,2026-01-08T09:00:00,adaptive_quiz,True,0.6389,0.6881,0.0492,0.68,0.8341,True,[SANDBOX DATA]
learner_0012,intervention_0012_03,3,2026-01-15T09:00:00,targeted_practice,True,0.6881,0.7403,0.0522,0.7393,0.98,True,[SANDBOX DATA]
learner_0012,intervention_0012_04,4,2026-01-17T09:00:00,worked_example,False,0.7403,0.746,0.0057,0.743,0.4744,False,[SANDBOX DATA]
learner_0013,intervention_0013_01,1,2026-01-01T09:00:00,peer_discussion,True,0.5864,0.6265,0.04,0.6158,0.735,True,[SANDBOX DATA]
learner_0013,intervention_0013_02,2,2026-01-08T09:00:00,adaptive_quiz,True,0.6265,0.6699,0.0434,0.659,0.7499,True,[SANDBOX DATA]
learner_0013,intervention_0013_03,3,2026-01-10T09:00:00,peer_discussion,False,0.6699,0.6699,0.0,0.6699,0.9,True,[SANDBOX DATA]
learner_0013,intervention_0013_04,4,2026-01-13T09:00:00,video_lesson,True,0.6699,0.7195,0.0497,0.7185,0.98,True,[SANDBOX DATA]
learner_0014,intervention_0014_01,1,2026-01-01T09:00:00,targeted_practice,True,0.1757,0.3281,0.1524,0.306,0.8548,True,[SANDBOX DATA]
learner_0014,intervention_0014_02,2,2026-01-03T09:00:00,video_lesson,True,0.3281,0.3817,0.0536,0.371,0.8009,True,[SANDBOX DATA]
learner_0014,intervention_0014_03,3,2026-01-09T09:00:00,targeted_practice,True,0.3817,0.4696,0.0879,0.4571,0.8577,True,[SANDBOX DATA]
learner_0014,intervention_0014_04,4,2026-01-14T09:00:00,peer_discussion,True,0.4696,0.5264,0.0568,0.5164,0.8243,True,[SANDBOX DATA]
learner_0014,intervention_0014_05,5,2026-01-20T09:00:00,adaptive_quiz,True,0.5264,0.5919,0.0655,0.5796,0.8122,True,[SANDBOX DATA]
learner_0015,intervention_0015_01,1,2026-01-01T09:00:00,video_lesson,True,0.7551,0.776,0.0209,0.7743,0.9153,True,[SANDBOX DATA]
learner_0015,intervention_0015_02,2,2026-01-03T09:00:00,targeted_practice,False,0.776,0.776,0.0,0.776,0.7613,True,[SANDBOX DATA]
learner_0015,intervention_0015_03,3,2026-01-09T09:00:00,adaptive_quiz,False,0.776,0.779,0.0029,0.778,0.6816,False,[SANDBOX DATA]
learner_0016,intervention_0016_01,1,2026-01-01T09:00:00,peer_discussion,False,0.3965,0.3965,0.0,0.3965,0.6216,False,[SANDBOX DATA]
learner_0016,intervention_0016_02,2,2026-01-07T09:00:00,peer_discussion,True,0.3965,0.4524,0.0559,0.4344,0.6795,False,[SANDBOX DATA]
learner_0016,intervention_0016_03,3,2026-01-09T09:00:00,worked_example,True,0.4524,0.5055,0.0532,0.4996,0.8891,True,[SANDBOX DATA]
learner_0016,intervention_0016_04,4,2026-01-15T09:00:00,video_lesson,True,0.5055,0.5484,0.0429,0.5396,0.7932,True,[SANDBOX DATA]
learner_0017,intervention_0017_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.3534,0.4448,0.0914,0.4344,0.8862,True,[SANDBOX DATA]
learner_0017,intervention_0017_02,2,2026-01-06T09:00:00,worked_example,True,0.4448,0.5117,0.0669,0.505,0.8992,True,[SANDBOX DATA]
learner_0017,intervention_0017_03,3,2026-01-08T09:00:00,video_lesson,True,0.5117,0.5634,0.0517,0.5589,0.9137,True,[SANDBOX DATA]
learner_0017,intervention_0017_04,4,2026-01-13T09:00:00,targeted_practice,True,0.5634,0.6435,0.0801,0.619,0.6942,False,[SANDBOX DATA]
learner_0017,intervention_0017_05,5,2026-01-19T09:00:00,targeted_practice,False,0.6435,0.6457,0.0022,0.6453,0.8313,True,[SANDBOX DATA]
learner_0018,intervention_0018_01,1,2026-01-01T09:00:00,peer_discussion,True,0.2814,0.3577,0.0763,0.3511,0.9124,True,[SANDBOX DATA]
learner_0018,intervention_0018_02,2,2026-01-03T09:00:00,worked_example,True,0.3577,0.4531,0.0954,0.4365,0.8258,True,[SANDBOX DATA]
learner_0018,intervention_0018_03,3,2026-01-10T09:00:00,peer_discussion,True,0.4531,0.4852,0.0321,0.4779,0.7727,True,[SANDBOX DATA]
learner_0018,intervention_0018_04,4,2026-01-17T09:00:00,targeted_practice,True,0.4852,0.5919,0.1067,0.5759,0.8495,True,[SANDBOX DATA]
learner_0019,intervention_0019_01,1,2026-01-01T09:00:00,worked_example,True,0.198,0.3164,0.1183,0.2869,0.7509,True,[SANDBOX DATA]
learner_0019,intervention_0019_02,2,2026-01-06T09:00:00,video_lesson,True,0.3164,0.3974,0.081,0.3893,0.9,True,[SANDBOX DATA]
learner_0019,intervention_0019_03,3,2026-01-11T09:00:00,worked_example,True,0.3974,0.5067,0.1094,0.4805,0.7605,True,[SANDBOX DATA]
learner_0019,intervention_0019_04,4,2026-01-18T09:00:00,adaptive_quiz,True,0.5067,0.5817,0.075,0.5683,0.8209,True,[SANDBOX DATA]
learner_0019,intervention_0019_05,5,2026-01-23T09:00:00,adaptive_quiz,True,0.5817,0.6452,0.0635,0.6366,0.8643,True,[SANDBOX DATA]
learner_0020,intervention_0020_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.2042,0.3347,0.1306,0.2945,0.6918,False,[SANDBOX DATA]
learner_0020,intervention_0020_02,2,2026-01-05T09:00:00,video_lesson,True,0.3347,0.3963,0.0616,0.3874,0.8552,True,[SANDBOX DATA]
learner_0020,intervention_0020_03,3,2026-01-10T09:00:00,adaptive_quiz,True,0.3963,0.4526,0.0563,0.432,0.6352,False,[SANDBOX DATA]
learner_0021,intervention_0021_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.245,0.3459,0.1009,0.3339,0.8808,True,[SANDBOX DATA]
learner_0021,intervention_0021_02,2,2026-01-07T09:00:00,adaptive_quiz,True,0.3459,0.4189,0.073,0.4047,0.8056,True,[SANDBOX DATA]
learner_0021,intervention_0021_03,3,2026-01-14T09:00:00,peer_discussion,True,0.4189,0.4725,0.0535,0.4651,0.8617,True,[SANDBOX DATA]
learner_0022,intervention_0022_01,1,2026-01-01T09:00:00,targeted_practice,True,0.7545,0.7755,0.0209,0.7706,0.7657,True,[SANDBOX DATA]
learner_0022,intervention_0022_02,2,2026-01-07T09:00:00,adaptive_quiz,False,0.7755,0.7884,0.013,0.7856,0.7807,True,[SANDBOX DATA]
learner_0022,intervention_0022_03,3,2026-01-13T09:00:00,adaptive_quiz,True,0.7884,0.8117,0.0233,0.81,0.9283,True,[SANDBOX DATA]
learner_0022,intervention_0022_04,4,2026-01-18T09:00:00,peer_discussion,False,0.8117,0.8128,0.0011,0.8122,0.4723,False,[SANDBOX DATA]
learner_0022,intervention_0022_05,5,2026-01-20T09:00:00,targeted_practice,True,0.8128,0.8476,0.0348,0.8461,0.9577,True,[SANDBOX DATA]
learner_0023,intervention_0023_01,1,2026-01-01T09:00:00,peer_discussion,True,0.4111,0.4809,0.0698,0.4649,0.7716,True,[SANDBOX DATA]
learner_0023,intervention_0023_02,2,2026-01-07T09:00:00,targeted_practice,False,0.4809,0.4811,0.0002,0.481,0.7013,True,[SANDBOX DATA]
learner_0023,intervention_0023_03,3,2026-01-10T09:00:00,peer_discussion,True,0.4811,0.5367,0.0556,0.5326,0.9257,True,[SANDBOX DATA]
learner_0023,intervention_0023_04,4,2026-01-15T09:00:00,video_lesson,True,0.5367,0.5986,0.0618,0.5858,0.7935,True,[SANDBOX DATA]
learner_0023,intervention_0023_05,5,2026-01-19T09:00:00,adaptive_quiz,True,0.5986,0.6494,0.0508,0.6417,0.8479,True,[SANDBOX DATA]
learner_0024,intervention_0024_01,1,2026-01-01T09:00:00,worked_example,True,0.685,0.732,0.047,0.7234,0.8179,True,[SANDBOX DATA]
learner_0024,intervention_0024_02,2,2026-01-08T09:00:00,worked_example,True,0.732,0.7576,0.0256,0.7487,0.6542,False,[SANDBOX DATA]
learner_0024,intervention_0024_03,3,2026-01-13T09:00:00,video_lesson,True,0.7576,0.7827,0.0251,0.7821,0.975,True,[SANDBOX DATA]
learner_0024,intervention_0024_04,4,2026-01-15T09:00:00,video_lesson,True,0.7827,0.8083,0.0256,0.8028,0.7874,True,[SANDBOX DATA]
learner_0024,intervention_0024_05,5,2026-01-20T09:00:00,peer_discussion,True,0.8083,0.8298,0.0215,0.8253,0.7929,True,[SANDBOX DATA]
learner_0025,intervention_0025_01,1,2026-01-01T09:00:00,worked_example,True,0.0683,0.2011,0.1328,0.1834,0.8665,True,[SANDBOX DATA]
learner_0025,intervention_0025_02,2,2026-01-08T09:00:00,worked_example,True,0.2011,0.2956,0.0944,0.2818,0.8544,True,[SANDBOX DATA]
learner_0025,intervention_0025_03,3,2026-01-13T09:00:00,adaptive_quiz,True,0.2956,0.3983,0.1028,0.3853,0.8732,True,[SANDBOX DATA]
learner_0025,intervention_0025_04,4,2026-01-20T09:00:00,adaptive_quiz,True,0.3983,0.4721,0.0737,0.4615,0.8563,True,[SANDBOX DATA]
learner_0026,intervention_0026_01,1,2026-01-01T09:00:00,targeted_practice,False,0.6161,0.6465,0.0305,0.6392,0.7574,True,[SANDBOX DATA]
learner_0026,intervention_0026_02,2,2026-01-04T09:00:00,peer_discussion,True,0.6465,0.6609,0.0144,0.6577,0.7765,True,[SANDBOX DATA]
learner_0026,intervention_0026_03,3,2026-01-06T09:00:00,adaptive_quiz,True,0.6609,0.7001,0.0391,0.6945,0.8572,True,[SANDBOX DATA]
learner_0026,intervention_0026_04,4,2026-01-08T09:00:00,peer_discussion,True,0.7001,0.7307,0.0306,0.725,0.8131,True,[SANDBOX DATA]
learner_0027,intervention_0027_01,1,2026-01-01T09:00:00,video_lesson,False,0.5841,0.5841,0.0,0.5841,0.5435,False,[SANDBOX DATA]
learner_0027,intervention_0027_02,2,2026-01-07T09:00:00,adaptive_quiz,True,0.5841,0.6534,0.0692,0.6385,0.7846,True,[SANDBOX DATA]
learner_0027,intervention_0027_03,3,2026-01-10T09:00:00,targeted_practice,True,0.6534,0.7117,0.0583,0.7085,0.9452,True,[SANDBOX DATA]
learner_0027,intervention_0027_04,4,2026-01-17T09:00:00,targeted_practice,True,0.7117,0.7537,0.042,0.7477,0.8562,True,[SANDBOX DATA]
learner_0027,intervention_0027_05,5,2026-01-22T09:00:00,video_lesson,True,0.7537,0.7779,0.0242,0.7757,0.9118,True,[SANDBOX DATA]
learner_0028,intervention_0028_01,1,2026-01-01T09:00:00,worked_example,True,0.3913,0.4722,0.0809,0.4566,0.8073,True,[SANDBOX DATA]
learner_0028,intervention_0028_02,2,2026-01-06T09:00:00,targeted_practice,True,0.4722,0.5686,0.0964,0.5564,0.873,True,[SANDBOX DATA]
learner_0028,intervention_0028_03,3,2026-01-13T09:00:00,adaptive_quiz,True,0.5686,0.628,0.0594,0.6268,0.98,True,[SANDBOX DATA]
learner_0028,intervention_0028_04,4,2026-01-17T09:00:00,worked_example,False,0.628,0.628,0.0,0.628,0.5261,False,[SANDBOX DATA]
learner_0028,intervention_0028_05,5,2026-01-21T09:00:00,video_lesson,True,0.628,0.6647,0.0367,0.6555,0.7489,True,[SANDBOX DATA]
learner_0029,intervention_0029_01,1,2026-01-01T09:00:00,video_lesson,True,0.5959,0.6389,0.043,0.6289,0.7678,True,[SANDBOX DATA]
learner_0029,intervention_0029_02,2,2026-01-07T09:00:00,worked_example,True,0.6389,0.6748,0.0359,0.6682,0.8146,True,[SANDBOX DATA]
learner_0029,intervention_0029_03,3,2026-01-11T09:00:00,video_lesson,True,0.6748,0.7119,0.0371,0.7009,0.7036,True,[SANDBOX DATA]
learner_0030,intervention_0030_01,1,2026-01-01T09:00:00,peer_discussion,False,0.5563,0.5619,0.0056,0.5592,0.5213,False,[SANDBOX DATA]
learner_0030,intervention_0030_02,2,2026-01-03T09:00:00,targeted_practice,True,0.5619,0.6155,0.0536,0.6022,0.753,True,[SANDBOX DATA]
learner_0030,intervention_0030_03,3,2026-01-10T09:00:00,peer_discussion,False,0.6155,0.6155,0.0,0.6155,0.6799,False,[SANDBOX DATA]
learner_0030,intervention_0030_04,4,2026-01-16T09:00:00,peer_discussion,True,0.6155,0.6507,0.0352,0.6397,0.6879,False,[SANDBOX DATA]
learner_0030,intervention_0030_05,5,2026-01-19T09:00:00,targeted_practice,True,0.6507,0.7007,0.0501,0.695,0.885,True,[SANDBOX DATA]
learner_0031,intervention_0031_01,1,2026-01-01T09:00:00,worked_example,True,0.1567,0.2598,0.103,0.2457,0.8633,True,[SANDBOX DATA]
learner_0031,intervention_0031_02,2,2026-01-05T09:00:00,adaptive_quiz,True,0.2598,0.3235,0.0638,0.3148,0.863,True,[SANDBOX DATA]
learner_0031,intervention_0031_03,3,2026-01-09T09:00:00,targeted_practice,True,0.3235,0.401,0.0774,0.3898,0.8557,True,[SANDBOX DATA]
learner_0031,intervention_0031_04,4,2026-01-11T09:00:00,adaptive_quiz,True,0.401,0.49,0.089,0.4757,0.8393,True,[SANDBOX DATA]
learner_0031,intervention_0031_05,5,2026-01-18T09:00:00,video_lesson,True,0.49,0.5411,0.0512,0.532,0.8226,True,[SANDBOX DATA]
learner_0032,intervention_0032_01,1,2026-01-01T09:00:00,worked_example,True,0.3769,0.446,0.0691,0.4203,0.627,False,[SANDBOX DATA]
learner_0032,intervention_0032_02,2,2026-01-06T09:00:00,video_lesson,True,0.446,0.502,0.056,0.4833,0.6651,False,[SANDBOX DATA]
learner_0032,intervention_0032_03,3,2026-01-10T09:00:00,video_lesson,True,0.502,0.5547,0.0527,0.5405,0.7309,True,[SANDBOX DATA]
learner_0032,intervention_0032_04,4,2026-01-16T09:00:00,targeted_practice,True,0.5547,0.6047,0.05,0.5985,0.8759,True,[SANDBOX DATA]
learner_0032,intervention_0032_05,5,2026-01-21T09:00:00,adaptive_quiz,True,0.6047,0.6526,0.0479,0.6434,0.8086,True,[SANDBOX DATA]
learner_0033,intervention_0033_01,1,2026-01-01T09:00:00,worked_example,True,0.1476,0.3068,0.1591,0.2641,0.7317,True,[SANDBOX DATA]
learner_0033,intervention_0033_02,2,2026-01-05T09:00:00,video_lesson,True,0.3068,0.3698,0.063,0.3593,0.8342,True,[SANDBOX DATA]
learner_0033,intervention_0033_03,3,2026-01-12T09:00:00,video_lesson,True,0.3698,0.4156,0.0459,0.4073,0.8186,True,[SANDBOX DATA]
learner_0034,intervention_0034_01,1,2026-01-01T09:00:00,worked_example,False,0.6605,0.6627,0.0022,0.6612,0.3422,False,[SANDBOX DATA]
learner_0034,intervention_0034_02,2,2026-01-04T09:00:00,worked_example,True,0.6627,0.7032,0.0405,0.6916,0.7147,True,[SANDBOX DATA]
learner_0034,intervention_0034_03,3,2026-01-07T09:00:00,video_lesson,True,0.7032,0.7514,0.0482,0.7443,0.8536,True,[SANDBOX DATA]
learner_0034,intervention_0034_04,4,2026-01-10T09:00:00,peer_discussion,False,0.7514,0.7736,0.0223,0.7675,0.725,True,[SANDBOX DATA]
learner_0035,intervention_0035_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.3914,0.4831,0.0916,0.4776,0.9399,True,[SANDBOX DATA]
learner_0035,intervention_0035_02,2,2026-01-05T09:00:00,peer_discussion,False,0.4831,0.4978,0.0147,0.4922,0.6205,False,[SANDBOX DATA]
learner_0035,intervention_0035_03,3,2026-01-07T09:00:00,targeted_practice,False,0.4978,0.4978,0.0,0.4978,0.5561,False,[SANDBOX DATA]
learner_0035,intervention_0035_04,4,2026-01-09T09:00:00,video_lesson,True,0.4978,0.5429,0.0451,0.5341,0.8039,True,[SANDBOX DATA]
learner_0035,intervention_0035_05,5,2026-01-15T09:00:00,video_lesson,True,0.5429,0.5828,0.0399,0.5755,0.8154,True,[SANDBOX DATA]
learner_0036,intervention_0036_01,1,2026-01-01T09:00:00,targeted_practice,True,0.183,0.3133,0.1304,0.2972,0.8761,True,[SANDBOX DATA]
learner_0036,intervention_0036_02,2,2026-01-05T09:00:00,adaptive_quiz,True,0.3133,0.3988,0.0855,0.3751,0.7227,True,[SANDBOX DATA]
learner_0036,intervention_0036_03,3,2026-01-07T09:00:00,video_lesson,True,0.3988,0.4603,0.0615,0.4442,0.7382,True,[SANDBOX DATA]
learner_0036,intervention_0036_04,4,2026-01-12T09:00:00,video_lesson,True,0.4603,0.4926,0.0323,0.4829,0.7003,True,[SANDBOX DATA]
learner_0036,intervention_0036_05,5,2026-01-19T09:00:00,peer_discussion,True,0.4926,0.5462,0.0536,0.5399,0.8814,True,[SANDBOX DATA]
learner_0037,intervention_0037_01,1,2026-01-01T09:00:00,targeted_practice,True,0.206,0.3401,0.1341,0.3177,0.8326,True,[SANDBOX DATA]
learner_0037,intervention_0037_02,2,2026-01-08T09:00:00,targeted_practice,True,0.3401,0.4115,0.0714,0.3858,0.6402,False,[SANDBOX DATA]
learner_0037,intervention_0037_03,3,2026-01-12T09:00:00,video_lesson,True,0.4115,0.463,0.0515,0.4461,0.6712,False,[SANDBOX DATA]
learner_0037,intervention_0037_04,4,2026-01-16T09:00:00,targeted_practice,False,0.463,0.5,0.037,0.4893,0.712,True,[SANDBOX DATA]
learner_0038,intervention_0038_01,1,2026-01-01T09:00:00,peer_discussion,True,0.288,0.3847,0.0966,0.376,0.9109,True,[SANDBOX DATA]
learner_0038,intervention_0038_02,2,2026-01-07T09:00:00,adaptive_quiz,True,0.3847,0.4749,0.0902,0.4618,0.8554,True,[SANDBOX DATA]
learner_0038,intervention_0038_03,3,2026-01-10T09:00:00,video_lesson,True,0.4749,0.5412,0.0663,0.5326,0.871,True,[SANDBOX DATA]
learner_0038,intervention_0038_04,4,2026-01-17T09:00:00,targeted_practice,True,0.5412,0.6158,0.0746,0.5991,0.7755,True,[SANDBOX DATA]
learner_0038,intervention_0038_05,5,2026-01-22T09:00:00,peer_discussion,True,0.6158,0.6675,0.0517,0.6639,0.9287,True,[SANDBOX DATA]
learner_0039,intervention_0039_01,1,2026-01-01T09:00:00,adaptive_quiz,True,0.5929,0.6465,0.0536,0.6313,0.7158,True,[SANDBOX DATA]
learner_0039,intervention_0039_02,2,2026-01-04T09:00:00,targeted_practice,True,0.6465,0.7234,0.0769,0.715,0.8915,True,[SANDBOX DATA]
learner_0039,intervention_0039_03,3,2026-01-08T09:00:00,targeted_practice,False,0.7234,0.734,0.0107,0.7301,0.6257,False,[SANDBOX DATA]
learner_0040,intervention_0040_01,1,2026-01-01T09:00:00,peer_discussion,True,0.6022,0.6278,0.0256,0.6229,0.8102,True,[SANDBOX DATA]
learner_0040,intervention_0040_02,2,2026-01-03T09:00:00,worked_example,True,0.6278,0.6906,0.0628,0.6795,0.8231,True,[SANDBOX DATA]
learner_0040,intervention_0040_03,3,2026-01-08T09:00:00,peer_discussion,True,0.6906,0.7237,0.0331,0.7187,0.8503,True,[SANDBOX DATA]
learner_0041,intervention_0041_01,1,2026-01-01T09:00:00,peer_discussion,True,0.7748,0.7964,0.0216,0.7915,0.7738,True,[SANDBOX DATA]
learner_0041,intervention_0041_02,2,2026-01-05T09:00:00,worked_example,True,0.7964,0.8213,0.0249,0.8175,0.8449,True,[SANDBOX DATA]
learner_0041,intervention_0041_03,3,2026-01-10T09:00:00,video_lesson,True,0.8213,0.842,0.0207,0.8364,0.7288,True,[SANDBOX DATA]
learner_0041,intervention_0041_04,4,2026-01-13T09:00:00,targeted_practice,True,0.842,0.8614,0.0194,0.8547,0.6507,False,[SANDBOX DATA]
learner_0042,intervention_0042_01,1,2026-01-01T09:00:00,peer_discussion,True,0.4347,0.4957,0.061,0.4924,0.9449,True,[SANDBOX DATA]
learner_0042,intervention_0042_02,2,2026-01-05T09:00:00,targeted_practice,False,0.4957,0.4957,0.0,0.4957,0.5427,False,[SANDBOX DATA]
learner_0042,intervention_0042_03,3,2026-01-10T09:00:00,targeted_practice,True,0.4957,0.6061,0.1103,0.5832,0.7931,True,[SANDBOX DATA]
learner_0042,intervention_0042_04,4,2026-01-13T09:00:00,adaptive_quiz,True,0.6061,0.6752,0.0692,0.6623,0.8125,True,[SANDBOX DATA]
learner_0042,intervention_0042_05,5,2026-01-18T09:00:00,video_lesson,True,0.6752,0.7337,0.0584,0.7271,0.8881,True,[SANDBOX DATA]
learner_0043,intervention_0043_01,1,2026-01-01T09:00:00,worked_example,True,0.6447,0.6972,0.0525,0.6878,0.8211,True,[SANDBOX DATA]
learner_0043,intervention_0043_02,2,2026-01-04T09:00:00,targeted_practice,True,0.6972,0.7269,0.0297,0.7232,0.8733,True,[SANDBOX DATA]
learner_0043,intervention_0043_03,3,2026-01-10T09:00:00,video_lesson,True,0.7269,0.7566,0.0297,0.7515,0.8267,True,[SANDBOX DATA]
learner_0043,intervention_0043_04,4,2026-01-14T09:00:00,video_lesson,True,0.7566,0.7762,0.0196,0.772,0.7874,True,[SANDBOX DATA]
