learner_id,item_id,response,probability,data_source
learner_0001,item_0052,0,0.032557,[SANDBOX DATA]
learner_0001,item_0053,0,0.154267,[SANDBOX DATA]
learner_0001,item_0054,1,0.791953,[SANDBOX DATA]
learner_0001,item_0055,1,0.517435,[SANDBOX DATA]
learner_0001,item_0056,1,0.507248,[SANDBOX DATA]
learner_0001,item_0057,1,0.41489,[SANDBOX DATA]
learner_0001,item_0058,1,0.700429,[SANDBOX DATA]
learner_0001,item_0059,1,0.487826,[SANDBOX DATA]
learner_0001,item_0060,1,0.952659,[SANDBOX DATA]
learner_0001,item_0061,1,0.642651,[SANDBOX DATA]
learner_0001,item_0062,0,0.724147,[SANDBOX DATA]
learner_0001,item_0063,1,0.364245,[SANDBOX DATA]
learner_0001,item_0064,1,0.552678,[SANDBOX DATA]
learner_0001,item_0065,1,0.530924,[SANDBOX DATA]
learner_0001,item_0066,1,0.366041,[SANDBOX DATA]
learner_0001,item_0067,0,0.175043,[SANDBOX DATA]
learner_0001,item_0068,0,0.36119,[SANDBOX DATA]
learner_0001,item_0069,0,0.310673,[SANDBOX DATA]
learner_0001,item_0070,1,0.591676,[SANDBOX DATA]
learner_0001,item_0071,1,0.233863,[SANDBOX DATA]
learner_0001,item_0072,0,0.412819,[SANDBOX DATA]
learner_0001,item_0073,0,0.725245,[SANDBOX DATA]
learner_0001,item_0074,1,0.868069,[SANDBOX DATA]
learner_0001,item_0075,1,0.24455,[SANDBOX DATA]
learner_0001,item_0076,0,0.793636,[SANDBOX DATA]
learner_0001,item_0077,1,0.578569,[SANDBOX DATA]
learner_0001,item_0078,0,0.743367,[SANDBOX DATA]
learner_0001,item_0079,0,0.495157,[SANDBOX DATA]
learner_0001,item_0080,1,0.880977,[SANDBOX DATA]
learner_0001,item_0081,1,0.899232,[SANDBOX DATA]
learner_0001,item_0082,1,0.560482,[SANDBOX DATA]
learner_0001,item_0083,1,0.491552,[SANDBOX DATA]
learner_0001,item_0084,1,0.603599,[SANDBOX DATA]
learner_0001,item_0085,0,0.113847,[SANDBOX DATA]
learner_0001,item_0086,0,0.449943,[SANDBOX DATA]
learner_0001,item_0087,0,0.368838,[SANDBOX DATA]
learner_0001,item_0088,0,0.526287,[SANDBOX DATA]
learner_0001,item_0089,1,0.907938,[SANDBOX DATA]
learner_0001,item_0090,0,0.456516,[SANDBOX DATA]
learner_0001,item_0091,1,0.902299,[SANDBOX DATA]
learner_0001,item_0092,0,0.787204,[SANDBOX DATA]
learner_0001,item_0093,1,0.728511,[SANDBOX DATA]
learner_0001,item_0094,0,0.461253,[SANDBOX DATA]
learner_0001,item_0095,0,0.503397,[SANDBOX DATA]
learner_0001,item_0096,1,0.337066,[SANDBOX DATA]
learner_0001,item_0097,0,0.276196,[SANDBOX DATA]
learner_0001,item_0098,1,0.964333,[SANDBOX DATA]
learner_0001,item_0099,1,0.380975,[SANDBOX DATA]
learner_0001,item_0100,1,0.92356,[SANDBOX DATA]
learner_0001,item_0101,0,0.187331,[SANDBOX DATA]
learner_0001,item_0102,1,0.528684,[SANDBOX DATA]
learner_0001,item_0103,0,0.180547,[SANDBOX DATA]
learner_0001,item_0104,1,0.486507,[SANDBOX DATA]
learner_0001,item_0105,1,0.767754,[SANDBOX DATA]
learner_0001,item_0106,0,0.806276,[SANDBOX DATA]
learner_0001,item_0107,1,0.865354,[SANDBOX DATA]
learner_0001,item_0108,1,0.567383,[SANDBOX DATA]
learner_0001,item_0109,0,0.347418,[SANDBOX DATA]
learner_0001,item_0110,0,0.186715,[SANDBOX DATA]
learner_0001,item_0111,0,0.291808,[SANDBOX DATA]
learner_0001,item_0112,1,0.724956,[SANDBOX DATA]
learner_0001,item_0113,1,0.318261,[SANDBOX DATA]
learner_0001,item_0114,1,0.860325,[SANDBOX DATA]
learner_0001,item_0115,0,0.391463,[SANDBOX DATA]
learner_0001,item_0116,0,0.458581,[SANDBOX DATA]
learner_0001,item_0117,1,0.275327,[SANDBOX DATA]
learner_0001,item_0118,1,0.426786,[SANDBOX DATA]
learner_0001,item_0119,1,0.771844,[SANDBOX DATA]
learner_0001,item_0120,0,0.355135,[SANDBOX DATA]
learner_0001,item_0121,1,0.946808,[SANDBOX DATA]
learner_0001,item_0122,1,0.898944,[SANDBOX DATA]
learner_0001,item_0123,1,0.498541,[SANDBOX DATA]
learner_0001,item_0124,1,0.452738,[SANDBOX DATA]
learner_0001,item_0125,0,0.161202,[SANDBOX DATA]
learner_0001,item_0126,0,0.130472,[SANDBOX DATA]
learner_0001,item_0127,1,0.322799,[SANDBOX DATA]
learner_0001,item_0128,1,0.48961,[SANDBOX DATA]
learner_0001,item_0129,0,0.135559,[SANDBOX DATA]
learner_0001,item_0130,1,0.530573,[SANDBOX DATA]
learner_0001,item_0131,0,0.155534,[SANDBOX DATA]
learner_0001,item_0132,1,0.694182,[SANDBOX DATA]
learner_0001,item_0133,1,0.710871,[SANDBOX DATA]
learner_0001,item_0134,0,0.188692,[SANDBOX DATA]
learner_0001,item_0135,1,0.587669,[SANDBOX DATA]
learner_0001,item_0136,1,0.788375,[SANDBOX DATA]
learner_0001,item_0137,1,0.693787,[SANDBOX DATA]
learner_0001,item_0138,1,0.778258,[SANDBOX DATA]
learner_0001,item_0139,1,0.421422,[SANDBOX DATA]
learner_0001,item_0140,1,0.669509,[SANDBOX DATA]
learner_0001,item_0141,1,0.556301,[SANDBOX DATA]
learner_0001,item_0142,0,0.721705,[SANDBOX DATA]
learner_0001,item_0143,0,0.897501,[SANDBOX DATA]
learner_0001,item_0144,0,0.693902,[SANDBOX DATA]
learner_0001,item_0145,0,0.473593,[SANDBOX DATA]
learner_0001,item_0146,1,0.61491,[SANDBOX DATA]
learner_0001,item_0147,1,0.7904,[SANDBOX DATA]
learner_0001,item_0148,1,0.711708,[SANDBOX DATA]
learner_0001,item_0149,1,0.51974,[SANDBOX DATA]
learner_0001,item_0150,1,0.573242,[SANDBOX DATA]
learner_0001,item_0151,1,0.650975,[SANDBOX DATA]
learner_0001,item_0152,1,0.727718,[SANDBOX DATA]
learner_0001,item_0153,1,0.524212,[SANDBOX DATA]
learner_0001,item_0154,1,0.559751,[SANDBOX DATA]
learner_0001,item_0155,1,0.584189,[SANDBOX DATA]
learner_0001,item_0156,1,0.87326,[SANDBOX DATA]
learner_0001,item_0157,1,0.542228,[SANDBOX DATA]
learner_0001,item_0158,1,0.718592,[SANDBOX DATA]
learner_0001,item_0159,1,0.950443,[SANDBOX DATA]
learner_0001,item_0160,1,0.84646,[SANDBOX DATA]
learner_0001,item_0161,1,0.518911,[SANDBOX DATA]
learner_0001,item_0162,1,0.812828,[SANDBOX DATA]
learner_0001,item_0163,0,0.417473,[SANDBOX DATA]
learner_0001,item_0164,1,0.671162,[SANDBOX DATA]
learner_0001,item_0165,0,0.53107,[SANDBOX DATA]
learner_0001,item_0166,1,0.8285,[SANDBOX DATA]
learner_0001,item_0167,1,0.68245,[SANDBOX DATA]
learner_0001,item_0168,1,0.357927,[SANDBOX DATA]
learner_0001,item_0169,0,0.436583,[SANDBOX DATA]
learner_0001,item_0170,0,0.819787,[SANDBOX DATA]
learner_0001,item_0171,0,0.160389,[SANDBOX DATA]
learner_0001,item_0172,1,0.434892,[SANDBOX DATA]
learner_0001,item_0173,1,0.652489,[SANDBOX DATA]
learner_0001,item_0174,0,0.799806,[SANDBOX DATA]
learner_0001,item_0175,1,0.274595,[SANDBOX DATA]
learner_0001,item_0176,1,0.643161,[SANDBOX DATA]
learner_0001,item_0177,0,0.103839,[SANDBOX DATA]
learner_0001,item_0178,0,0.599872,[SANDBOX DATA]
learner_0001,item_0179,1,0.349448,[SANDBOX DATA]
learner_0001,item_0180,1,0.924768,[SANDBOX DATA]
learner_0001,item_0181,0,0.086351,[SANDBOX DATA]
learner_0001,item_0182,0,0.563956,[SANDBOX DATA]
learner_0001,item_0183,1,0.811079,[SANDBOX DATA]
learner_0001,item_0184,1,0.393103,[SANDBOX DATA]
learner_0001,item_0185,0,0.387968,[SANDBOX DATA]
learner_0001,item_0186,1,0.989102,[SANDBOX DATA]
learner_0001,item_0187,1,0.520375,[SANDBOX DATA]
learner_0001,item_0188,1,0.921043,[SANDBOX DATA]
learner_0001,item_0189,0,0.252594,[SANDBOX DATA]
learner_0001,item_0190,1,0.757348,[SANDBOX DATA]
learner_0001,item_0191,1,0.755304,[SANDBOX DATA]
learner_0001,item_0192,1,0.67096,[SANDBOX DATA]
learner_0001,item_0193,0,0.762682,[SANDBOX DATA]
learner_0001,item_0194,1,0.746878,[SANDBOX DATA]
learner_0001,item_0195,0,0.204115,[SANDBOX DATA]
learner_0001,item_0196,1,0.782207,[SANDBOX DATA]
learner_0001,item_0197,0,0.276978,[SANDBOX DATA]
learner_0001,item_0198,0,0.433088,[SANDBOX DATA]
learner_0001,item_0199,0,0.612674,[SANDBOX DATA]
learner_0001,item_0200,1,0.979135,[SANDBOX DATA]
learner_0002,item_0001,0,0.115973,[SANDBOX DATA]
learner_0002,item_0002,0,0.131021,[SANDBOX DATA]
learner_0002,item_0003,0,0.10734,[SANDBOX DATA]
learner_0002,item_0004,0,0.143833,[SANDBOX DATA]
learner_0002,item_0005,1,0.721475,[SANDBOX DATA]
learner_0002,item_0006,0,0.671305,[SANDBOX DATA]
learner_0002,item_0007,0,0.374366,[SANDBOX DATA]
learner_0002,item_0008,1,0.365925,[SANDBOX DATA]
learner_0002,item_0009,0,0.016398,[SANDBOX DATA]
learner_0002,item_0010,1,0.653093,[SANDBOX DATA]
learner_0002,item_0011,0,0.175352,[SANDBOX DATA]
learner_0002,item_0012,0,0.346129,[SANDBOX DATA]
learner_0002,item_0013,0,0.779463,[SANDBOX DATA]
learner_0002,item_0014,0,0.148089,[SANDBOX DATA]
learner_0002,item_0015,0,0.503901,[SANDBOX DATA]
learner_0002,item_0016,0,0.524359,[SANDBOX DATA]
learner_0002,item_0017,0,0.312366,[SANDBOX DATA]
learner_0002,item_0018,0,0.506397,[SANDBOX DATA]
learner_0002,item_0019,0,0.296316,[SANDBOX DATA]
learner_0002,item_0020,0,0.287866,[SANDBOX DATA]
learner_0002,item_0021,1,0.890476,[SANDBOX DATA]
learner_0002,item_0022,0,0.455322,[SANDBOX DATA]
learner_0002,item_0023,1,0.674156,[SANDBOX DATA]
learner_0002,item_0024,0,0.037197,[SANDBOX DATA]
learner_0002,item_0025,1,0.772702,[SANDBOX DATA]
learner_0002,item_0026,1,0.374734,[SANDBOX DATA]
learner_0002,item_0027,0,0.1209,[SANDBOX DATA]
learner_0002,item_0028,0,0.060188,[SANDBOX DATA]
learner_0002,item_0029,1,0.832277,[SANDBOX DATA]
learner_0002,item_0030,0,0.620096,[SANDBOX DATA]
learner_0002,item_0031,0,0.425244,[SANDBOX DATA]
learner_0002,item_0032,0,0.156589,[SANDBOX DATA]
learner_0002,item_0033,1,0.279179,[SANDBOX DATA]
learner_0002,item_0034,0,0.222538,[SANDBOX DATA]
learner_0002,item_0035,1,0.89091,[SANDBOX DATA]
learner_0002,item_0036,0,0.257236,[SANDBOX DATA]
learner_0002,item_0037,0,0.364722,[SANDBOX DATA]
learner_0002,item_0038,0,0.469083,[SANDBOX DATA]
learner_0002,item_0039,0,0.290908,[SANDBOX DATA]
learner_0002,item_0040,1,0.859587,[SANDBOX DATA]
learner_0002,item_0041,0,0.109942,[SANDBOX DATA]
learner_0002,item_0042,0,0.299954,[SANDBOX DATA]
learner_0002,item_0043,0,0.068091,[SANDBOX DATA]
learner_0002,item_0044,0,0.22093,[SANDBOX DATA]
learner_0002,item_0045,1,0.28493,[SANDBOX DATA]
learner_0002,item_0046,1,0.294449,[SANDBOX DATA]
learner_0002,item_0047,0,0.333671,[SANDBOX DATA]
learner_0002,item_0048,0,0.394834,[SANDBOX DATA]
learner_0002,item_0049,1,0.636639,[SANDBOX DATA]
learner_0002,item_0050,0,0.168343,[SANDBOX DATA]
learner_0002,item_0051,1,0.760844,[SANDBOX DATA]
learner_0002,item_0052,0,0.008536,[SANDBOX DATA]
learner_0002,item_0053,0,0.042908,[SANDBOX DATA]
learner_0002,item_0054,1,0.598542,[SANDBOX DATA]
learner_0002,item_0055,0,0.387968,[SANDBOX DATA]
learner_0002,item_0056,0,0.225018,[SANDBOX DATA]
learner_0002,item_0057,0,0.307722,[SANDBOX DATA]
learner_0002,item_0058,0,0.406641,[SANDBOX DATA]
learner_0002,item_0059,0,0.309326,[SANDBOX DATA]
learner_0002,item_0060,1,0.825668,[SANDBOX DATA]
learner_0002,item_0061,0,0.538467,[SANDBOX DATA]
learner_0002,item_0062,1,0.601274,[SANDBOX DATA]
learner_0002,item_0063,0,0.211954,[SANDBOX DATA]
learner_0002,item_0064,0,0.295988,[SANDBOX DATA]
learner_0002,item_0065,0,0.357954,[SANDBOX DATA]
learner_0002,item_0066,1,0.248237,[SANDBOX DATA]
learner_0002,item_0067,0,0.069464,[SANDBOX DATA]
learner_0002,item_0068,0,0.134715,[SANDBOX DATA]
learner_0002,item_0069,0,0.130922,[SANDBOX DATA]
learner_0002,item_0070,1,0.329277,[SANDBOX DATA]
learner_0002,item_0071,0,0.132375,[SANDBOX DATA]
learner_0002,item_0072,0,0.16533,[SANDBOX DATA]
learner_0002,item_0073,1,0.626755,[SANDBOX DATA]
learner_0002,item_0074,1,0.725893,[SANDBOX DATA]
learner_0002,item_0075,0,0.136235,[SANDBOX DATA]
learner_0002,item_0076,0,0.504433,[SANDBOX DATA]
learner_0002,item_0077,0,0.399058,[SANDBOX DATA]
learner_0002,item_0078,1,0.602647,[SANDBOX DATA]
learner_0002,item_0079,0,0.306184,[SANDBOX DATA]
learner_0002,item_0080,1,0.660925,[SANDBOX DATA]
learner_0002,item_0081,1,0.763983,[SANDBOX DATA]
learner_0002,item_0082,0,0.335686,[SANDBOX DATA]
learner_0002,item_0083,0,0.321194,[SANDBOX DATA]
learner_0002,item_0084,1,0.452632,[SANDBOX DATA]
learner_0002,item_0085,0,0.048617,[SANDBOX DATA]
learner_0002,item_0086,0,0.250527,[SANDBOX DATA]
learner_0002,item_0087,1,0.199736,[SANDBOX DATA]
learner_0002,item_0088,1,0.329216,[SANDBOX DATA]
learner_0002,item_0089,0,0.78615,[SANDBOX DATA]
learner_0002,item_0090,1,0.198401,[SANDBOX DATA]
learner_0002,item_0091,1,0.682783,[SANDBOX DATA]
learner_0002,item_0092,1,0.636377,[SANDBOX DATA]
learner_0002,item_0093,1,0.514841,[SANDBOX DATA]
learner_0002,item_0094,0,0.262104,[SANDBOX DATA]
learner_0002,item_0095,0,0.326843,[SANDBOX DATA]
learner_0002,item_0096,0,0.104319,[SANDBOX DATA]
learner_0002,item_0097,0,0.153303,[SANDBOX DATA]
learner_0002,item_0098,1,0.894469,[SANDBOX DATA]
learner_0002,item_0099,0,0.219862,[SANDBOX DATA]
learner_0002,item_0100,1,0.788061,[SANDBOX DATA]
learner_0002,item_0101,0,0.062385,[SANDBOX DATA]
learner_0002,item_0102,0,0.257459,[SANDBOX DATA]
learner_0002,item_0103,0,0.070184,[SANDBOX DATA]
learner_0002,item_0104,0,0.356737,[SANDBOX DATA]
learner_0002,item_0105,1,0.442538,[SANDBOX DATA]
learner_0002,item_0106,0,0.571083,[SANDBOX DATA]
learner_0002,item_0107,1,0.614139,[SANDBOX DATA]
learner_0002,item_0108,1,0.302168,[SANDBOX DATA]
learner_0002,item_0109,1,0.232499,[SANDBOX DATA]
learner_0002,item_0110,0,0.096485,[SANDBOX DATA]
learner_0002,item_0111,0,0.121982,[SANDBOX DATA]
learner_0002,item_0112,0,0.594864,[SANDBOX DATA]
learner_0002,item_0113,0,0.200506,[SANDBOX DATA]
learner_0002,item_0114,1,0.75496,[SANDBOX DATA]
learner_0002,item_0115,1,0.237731,[SANDBOX DATA]
learner_0002,item_0116,0,0.337878,[SANDBOX DATA]
learner_0002,item_0117,0,0.080925,[SANDBOX DATA]
learner_0002,item_0118,0,0.27167,[SANDBOX DATA]
learner_0002,item_0119,0,0.587889,[SANDBOX DATA]
learner_0002,item_0120,0,0.232808,[SANDBOX DATA]
learner_0002,item_0121,0,0.849817,[SANDBOX DATA]
learner_0002,item_0122,1,0.761569,[SANDBOX DATA]
learner_0002,item_0123,0,0.275271,[SANDBOX DATA]
learner_0002,item_0124,1,0.264878,[SANDBOX DATA]
learner_0002,item_0125,0,0.053237,[SANDBOX DATA]
learner_0002,item_0126,0,0.035276,[SANDBOX DATA]
learner_0002,item_0127,1,0.208494,[SANDBOX DATA]
learner_0002,item_0128,0,0.243873,[SANDBOX DATA]
learner_0002,item_0129,1,0.046147,[SANDBOX DATA]
learner_0002,item_0130,1,0.310013,[SANDBOX DATA]
learner_0002,item_0131,0,0.042794,[SANDBOX DATA]
learner_0002,item_0132,0,0.558253,[SANDBOX DATA]
learner_0002,item_0133,0,0.504427,[SANDBOX DATA]
learner_0002,item_0134,0,0.066018,[SANDBOX DATA]
learner_0002,item_0135,0,0.297409,[SANDBOX DATA]
learner_0002,item_0136,1,0.549615,[SANDBOX DATA]
learner_0002,item_0137,0,0.521641,[SANDBOX DATA]
learner_0002,item_0138,1,0.650744,[SANDBOX DATA]
learner_0002,item_0139,1,0.331645,[SANDBOX DATA]
learner_0002,item_0140,1,0.56605,[SANDBOX DATA]
learner_0002,item_0141,0,0.355223,[SANDBOX DATA]
learner_0002,item_0142,1,0.449855,[SANDBOX DATA]
learner_0002,item_0143,1,0.685447,[SANDBOX DATA]
learner_0002,item_0144,1,0.550687,[SANDBOX DATA]
learner_0002,item_0145,1,0.212635,[SANDBOX DATA]
learner_0002,item_0146,0,0.374147,[SANDBOX DATA]
learner_0002,item_0147,0,0.554059,[SANDBOX DATA]
learner_0002,item_0148,0,0.423728,[SANDBOX DATA]
learner_0002,item_0149,0,0.406363,[SANDBOX DATA]
learner_0002,item_0150,1,0.335014,[SANDBOX DATA]
learner_0002,item_0151,1,0.52135,[SANDBOX DATA]
learner_0002,item_0152,0,0.618362,[SANDBOX DATA]
learner_0002,item_0153,0,0.407249,[SANDBOX DATA]
learner_0002,item_0154,0,0.346241,[SANDBOX DATA]
learner_0002,item_0155,0,0.476187,[SANDBOX DATA]
learner_0002,item_0156,1,0.680036,[SANDBOX DATA]
learner_0002,item_0157,0,0.262712,[SANDBOX DATA]
learner_0002,item_0158,0,0.545603,[SANDBOX DATA]
learner_0002,item_0159,0,0.849452,[SANDBOX DATA]
learner_0002,item_0160,1,0.580944,[SANDBOX DATA]
learner_0002,item_0161,0,0.262686,[SANDBOX DATA]
learner_0002,item_0162,0,0.670464,[SANDBOX DATA]
learner_0002,item_0163,0,0.21536,[SANDBOX DATA]
learner_0002,item_0164,0,0.583834,[SANDBOX DATA]
learner_0002,item_0165,0,0.269674,[SANDBOX DATA]
learner_0002,item_0166,1,0.571381,[SANDBOX DATA]
learner_0002,item_0167,0,0.521773,[SANDBOX DATA]
learner_0002,item_0168,0,0.125741,[SANDBOX DATA]
learner_0002,item_0169,0,0.336202,[SANDBOX DATA]
learner_0002,item_0170,0,0.707445,[SANDBOX DATA]
learner_0002,item_0171,0,0.087194,[SANDBOX DATA]
learner_0002,item_0172,0,0.27131,[SANDBOX DATA]
learner_0002,item_0173,0,0.475519,[SANDBOX DATA]
learner_0002,item_0174,1,0.569334,[SANDBOX DATA]
learner_0002,item_0175,0,0.196185,[SANDBOX DATA]
learner_0002,item_0176,0,0.435984,[SANDBOX DATA]
learner_0002,item_0177,0,0.027266,[SANDBOX DATA]
learner_0002,item_0178,1,0.420453,[SANDBOX DATA]
learner_0002,item_0179,0,0.195985,[SANDBOX DATA]
learner_0002,item_0180,1,0.767185,[SANDBOX DATA]
learner_0002,item_0181,0,0.025905,[SANDBOX DATA]
learner_0002,item_0182,0,0.233058,[SANDBOX DATA]
learner_0002,item_0183,1,0.69331,[SANDBOX DATA]
learner_0002,item_0184,0,0.138014,[SANDBOX DATA]
learner_0002,item_0185,0,0.244945,[SANDBOX DATA]
learner_0002,item_0186,1,0.959486,[SANDBOX DATA]
learner_0002,item_0187,0,0.250529,[SANDBOX DATA]
learner_0002,item_0188,1,0.753562,[SANDBOX DATA]
learner_0002,item_0189,0,0.156626,[SANDBOX DATA]
learner_0002,item_0190,0,0.475984,[SANDBOX DATA]
learner_0002,item_0191,0,0.588104,[SANDBOX DATA]
learner_0002,item_0192,1,0.447185,[SANDBOX DATA]
learner_0002,item_0193,0,0.444875,[SANDBOX DATA]
learner_0002,item_0194,0,0.521186,[SANDBOX DATA]
learner_0002,item_0195,0,0.116899,[SANDBOX DATA]
learner_0002,item_0196,0,0.608896,[SANDBOX DATA]
learner_0002,item_0197,0,0.147619,[SANDBOX DATA]
learner_0002,item_0198,1,0.202785,[SANDBOX DATA]
learner_0002,item_0199,0,0.30427,[SANDBOX DATA]
learner_0002,item_0200,1,0.930382,[SANDBOX DATA]
learner_0003,item_0001,0,0.462069,[SANDBOX DATA]
learner_0003,item_0002,0,0.755852,[SANDBOX DATA]
learner_0003,item_0003,0,0.357657,[SANDBOX DATA]
learner_0003,item_0004,0,0.633896,[SANDBOX DATA]
learner_0003,item_0005,1,0.978807,[SANDBOX DATA]
learner_0003,item_0006,1,0.983316,[SANDBOX DATA]
learner_0003,item_0007,1,0.782587,[SANDBOX DATA]
learner_0003,item_0008,1,0.949746,[SANDBOX DATA]
learner_0003,item_0009,0,0.315895,[SANDBOX DATA]
learner_0003,item_0010,1,0.973085,[SANDBOX DATA]
learner_0003,item_0011,0,0.818718,[SANDBOX DATA]
learner_0003,item_0012,1,0.890262,[SANDBOX DATA]
learner_0003,item_0013,1,0.91265,[SANDBOX DATA]
learner_0003,item_0014,1,0.638313,[SANDBOX DATA]
learner_0003,item_0015,0,0.765589,[SANDBOX DATA]
learner_0003,item_0016,1,0.750022,[SANDBOX DATA]
learner_0003,item_0017,0,0.783773,[SANDBOX DATA]
learner_0003,item_0018,1,0.905128,[SANDBOX DATA]
learner_0003,item_0019,1,0.757451,[SANDBOX DATA]
learner_0003,item_0020,0,0.74357,[SANDBOX DATA]
learner_0003,item_0021,1,0.996059,[SANDBOX DATA]
learner_0003,item_0022,1,0.883868,[SANDBOX DATA]
learner_0003,item_0023,1,0.963491,[SANDBOX DATA]
learner_0003,item_0024,0,0.325828,[SANDBOX DATA]
learner_0003,item_0025,1,0.951345,[SANDBOX DATA]
learner_0003,item_0026,1,0.924234,[SANDBOX DATA]
learner_0003,item_0027,1,0.634525,[SANDBOX DATA]
learner_0003,item_0028,1,0.249487,[SANDBOX DATA]
learner_0003,item_0029,1,0.980244,[SANDBOX DATA]
learner_0003,item_0030,1,0.86622,[SANDBOX DATA]
learner_0003,item_0031,1,0.945284,[SANDBOX DATA]
learner_0003,item_0032,0,0.53963,[SANDBOX DATA]
learner_0003,item_0033,1,0.92313,[SANDBOX DATA]
learner_0003,item_0034,1,0.886296,[SANDBOX DATA]
learner_0003,item_0035,1,0.992506,[SANDBOX DATA]
learner_0003,item_0036,1,0.878256,[SANDBOX DATA]
learner_0003,item_0037,1,0.629772,[SANDBOX DATA]
learner_0003,item_0038,1,0.911754,[SANDBOX DATA]
learner_0003,item_0039,1,0.712681,[SANDBOX DATA]
learner_0003,item_0040,1,0.991776,[SANDBOX DATA]
learner_0003,item_0041,0,0.697904,[SANDBOX DATA]
learner_0003,item_0042,1,0.737735,[SANDBOX DATA]
learner_0003,item_0043,1,0.510894,[SANDBOX DATA]
learner_0003,item_0044,0,0.834854,[SANDBOX DATA]
learner_0003,item_0045,1,0.731362,[SANDBOX DATA]
learner_0003,item_0046,1,0.574454,[SANDBOX DATA]
learner_0003,item_0047,0,0.768698,[SANDBOX DATA]
learner_0003,item_0048,1,0.756316,[SANDBOX DATA]
learner_0003,item_0049,1,0.975332,[SANDBOX DATA]
learner_0003,item_0050,1,0.610147,[SANDBOX DATA]
learner_0003,item_0051,1,0.950068,[SANDBOX DATA]
learner_0003,item_0052,1,0.176942,[SANDBOX DATA]
learner_0003,item_0053,0,0.551675,[SANDBOX DATA]
learner_0003,item_0054,1,0.93162,[SANDBOX DATA]
learner_0003,item_0055,1,0.686713,[SANDBOX DATA]
learner_0003,item_0056,1,0.852041,[SANDBOX DATA]
learner_0003,item_0057,1,0.572361,[SANDBOX DATA]
learner_0003,item_0058,1,0.925446,[SANDBOX DATA]
learner_0003,item_0059,1,0.726663,[SANDBOX DATA]
learner_0003,item_0060,1,0.993103,[SANDBOX DATA]
learner_0003,item_0061,1,0.764143,[SANDBOX DATA]
learner_0003,item_0062,1,0.848028,[SANDBOX DATA]
learner_0003,item_0063,1,0.615785,[SANDBOX DATA]
learner_0003,item_0064,1,0.842626,[SANDBOX DATA]
learner_0003,item_0065,1,0.747839,[SANDBOX DATA]
